"","edgeuid","x"
"11818",153668663,30
"11819",153668664,5
"11820",153668667,3020
"11821",153668668,3025
"11822",153668669,2050
"11823",153668670,3020
"11824",153668671,2055
"11825",153668692,4335
"11826",153668711,405
"11827",153668713,405
"11828",153668721,3250
"11829",153668740,10
"11830",153668743,25
"11831",153668744,360
"11832",153668747,405
"11833",153668748,230
"11834",153668749,320
"11835",153668750,350
"11836",153668751,410
"11837",153668752,4360
"11838",153668753,20
"11839",153668755,20
"11840",153668757,20
"11841",153668760,30
"11842",153668762,435
"11843",153668763,2995
"11844",153668764,1120
"11845",153668765,1050
"11846",153668766,15
"11847",153668767,20
"11848",153668774,30
"11849",153668778,75
"11850",153668780,75
"11851",153668781,70
"11852",153668782,75
"11853",153668783,20
"11854",153668784,15
"11855",153668785,6125
"11856",153668801,5
"11857",153668806,10
"11858",153668807,10
"11859",153668808,1615
"11860",153668810,15
"11861",153668811,1605
"11862",153668816,10
"11863",153668817,10
"11864",153668818,10
"11865",153668824,20
"11866",153668825,15
"11867",153668830,10
"11868",153668831,10
"11869",153668858,10
"11870",153668891,5
"11871",153668892,10
"11872",153668901,1610
"11873",153668906,3105
"11874",153668915,20
"11875",153668941,65
"11876",153668983,45
"11877",153668986,2485
"11878",153668991,10
"11879",153668992,10
"11880",153668993,25
"11881",153668994,10
"11882",153668996,5
"11883",153669001,70
"11884",153669027,2480
"11885",153669029,2485
"11886",153669031,2465
"11887",153669032,2435
"11888",153669041,25
"11889",153669048,25
"11890",153669054,2410
"11891",153669056,5
"11892",153669057,2355
"11893",153669064,5
"11894",153669073,15
"11895",153669074,15
"11896",153669075,10
"11897",153669078,3685
"11898",153669081,3655
"11899",153669104,5
"11900",153669116,5
"11901",153669124,330
"11902",153669126,5
"11903",153669129,345
"11904",153669135,10
"11905",153669136,10
"11906",153669145,25
"11907",153669147,10
"11908",153669149,20
"11909",153669168,5
"11910",153669171,145
"11911",153669172,5
"11912",153669173,15
"11913",153669174,115
"11914",153669175,310
"11915",153669177,10
"11916",153669178,5
"11917",153669191,5
"11918",153669196,5
"11919",153669207,5
"11920",153669214,5
"11921",153669215,25
"11922",153669218,10
"11923",153669230,5
"11924",153669256,5
"11925",153669260,5
"11926",153669265,15
"11927",153669266,10
"11928",153669267,15
"11929",153669283,20
"11930",153669284,20
"11931",153669286,25
"11932",153669287,20
"11933",153669288,20
"11934",153669290,20
"11935",153669294,15
"11936",153669300,325
"11937",153669301,10
"11938",153669302,760
"11939",153669303,10
"11940",153669304,5
"11941",153669305,15
"11942",153669309,725
"11943",153669310,740
"11944",153669311,730
"11945",153669313,680
"11946",153669316,965
"11947",153669317,1255
"11948",153669318,945
"11949",153669319,70
"11950",153669320,845
"11951",153669328,695
"11952",153669332,170
"11953",153669335,170
"11954",153669336,170
"11955",153669337,175
"11956",153669346,695
"11957",153669347,645
"11958",153669349,55
"11959",153669353,135
"11960",153669354,175
"11961",153669355,170
"11962",153669356,180
"11963",153669365,650
"11964",153669404,2545
"11965",153669408,2545
"11966",153669409,2530
"11967",153669411,5050
"11968",153669423,5145
"11969",153669441,2520
"11970",153669443,2510
"11971",153669455,1825
"11972",153669456,730
"11973",153669457,720
"11974",153669460,5155
"11975",153669463,140
"11976",153669464,75
"11977",153669466,680
"11978",153669467,610
"11979",153669468,670
"11980",153669469,440
"11981",153669471,75
"11982",153669473,65
"11983",153669475,75
"11984",153669492,65
"11985",153669495,5
"11986",153669496,75
"11987",153669497,75
"11988",153669517,1520
"11989",153669518,1570
"11990",153669519,20
"11991",153669526,1575
"11992",153669527,1575
"11993",153669560,5
"11994",153669565,5
"11995",153669570,5
"11996",153669572,80
"11997",153669573,80
"11998",153669575,80
"11999",153669582,5
"12000",153669583,80
"12001",153669584,80
"12002",153669587,80
"12003",153669607,1595
"12004",153669608,1630
"12005",153669611,1635
"12006",153669612,1015
"12007",153669613,205
"12008",153669614,180
"12009",153669629,1510
"12010",153669630,1305
"12011",153669631,1305
"12012",153669632,1515
"12013",153669633,595
"12014",153669634,475
"12015",153669637,470
"12016",153669639,475
"12017",153669649,180
"12018",153669650,30
"12019",153669651,30
"12020",153669656,750
"12021",153669790,60
"12022",153669793,10
"12023",153669795,60
"12024",153669803,35
"12025",153669807,60
"12026",153669808,55
"12027",153669809,5
"12028",153669810,5
"12029",153669811,10
"12030",153669815,10
"12031",153669817,60
"12032",153669818,45
"12033",153669819,45
"12034",153669820,60
"12035",153669821,10
"12036",153669822,40
"12037",153669823,10
"12038",153669824,50
"12039",153669825,10
"12040",153669826,10
"12041",153669827,50
"12042",153669828,15
"12043",153669829,10
"12044",153669830,655
"12045",153669831,610
"12046",153669832,60
"12047",153669834,610
"12048",153669837,615
"12049",153669846,65
"12050",153669862,60
"12051",153669865,65
"12052",153669866,55
"12053",153669876,10
"12054",153669879,5
"12055",153669880,5
"12056",153669894,1025
"12057",153669897,580
"12058",153669898,545
"12059",153669903,570
"12060",153669905,5
"12061",153669906,5
"12062",153669907,515
"12063",153669911,540
"12064",153669912,1005
"12065",153669913,1020
"12066",153669914,1025
"12067",153669921,1020
"12068",153669923,580
"12069",153669925,465
"12070",153669926,435
"12071",153669927,450
"12072",153669928,530
"12073",153669929,430
"12074",153669933,5
"12075",153669934,415
"12076",153669936,410
"12077",153669944,395
"12078",153669946,400
"12079",153669951,535
"12080",153669954,540
"12081",153669975,5
"12082",153669976,5
"12083",153669978,5
"12084",153669987,335
"12085",153669988,390
"12086",153669989,400
"12087",153669991,385
"12088",153669992,385
"12089",153669993,370
"12090",153669996,360
"12091",153669997,5
"12092",153669998,340
"12093",153669999,335
"12094",153670000,310
"12095",153670015,330
"12096",153670016,335
"12097",153670018,335
"12098",153670029,25
"12099",153670034,25
"12100",153670035,10
"12101",153670037,5
"12102",153670038,5
"12103",153670040,10
"12104",153670041,5
"12105",153670042,5
"12106",153670048,5
"12107",153670049,5
"12108",153670053,5
"12109",153670054,5
"12110",153670055,10
"12111",153670056,5
"12112",153670057,10
"12113",153670059,15
"12114",153670060,5
"12115",153670062,10
"12116",153670063,5
"12117",153670064,10
"12118",153670065,10
"12119",153670066,15
"12120",153670068,10
"12121",153670071,10
"12122",153670072,5
"12123",153670081,10
"12124",153670085,10
"12125",153670086,10
"12126",153670088,10
"12127",153670089,10
"12128",153670098,15
"12129",153670101,15
"12130",153670103,15
"12131",153670105,10
"12132",153670110,10
"12133",153670113,190
"12134",153670114,100
"12135",153670117,150
"12136",153670118,180
"12137",153670119,185
"12138",153670120,15
"12139",153670121,10
"12140",153670122,55
"12141",153670123,15
"12142",153670130,305
"12143",153670132,315
"12144",153670133,310
"12145",153670134,325
"12146",153670145,300
"12147",153670148,305
"12148",153670156,10
"12149",153670158,15
"12150",153670161,10
"12151",153670163,15
"12152",153670165,15
"12153",153670167,10
"12154",153670168,10
"12155",153670169,10
"12156",153670170,10
"12157",153670174,5
"12158",153670232,15
"12159",153670233,10
"12160",153670235,10
"12161",153670241,10
"12162",153670242,10
"12163",153670243,15
"12164",153670244,10
"12165",153670245,5
"12166",153670246,5
"12167",153670248,15
"12168",153670249,5
"12169",153670251,15
"12170",153670253,15
"12171",153670256,5
"12172",153670262,5
"12173",153670263,5
"12174",153670264,5
"12175",153670265,5
"12176",153670280,5
"12177",153670286,10
"12178",153670287,10
"12179",153670288,20
"12180",153670294,40
"12181",153670298,5
"12182",153670302,10
"12183",153670303,20
"12184",153670306,10
"12185",153670307,10
"12186",153670308,10
"12187",153670313,15
"12188",153670314,15
"12189",153670315,15
"12190",153670317,15
"12191",153670320,15
"12192",153670325,5
"12193",153670326,5
"12194",153670340,10
"12195",153670341,10
"12196",153670343,5
"12197",153670346,35
"12198",153670347,30
"12199",153670349,15
"12200",153670350,35
"12201",153670351,55
"12202",153670352,35
"12203",153670353,15
"12204",153670356,35
"12205",153670357,15
"12206",153670358,15
"12207",153670366,35
"12208",153670367,15
"12209",153670369,605
"12210",153670370,10
"12211",153670371,575
"12212",153670372,10
"12213",153670374,560
"12214",153670375,65
"12215",153670376,635
"12216",153670377,10
"12217",153670378,10
"12218",153670382,5
"12219",153670384,45
"12220",153670385,195
"12221",153670387,540
"12222",153670389,690
"12223",153670390,1265
"12224",153670391,95
"12225",153670392,1130
"12226",153670393,1365
"12227",153670394,555
"12228",153670398,585
"12229",153670399,5
"12230",153670400,560
"12231",153670401,10
"12232",153670402,10
"12233",153670404,10
"12234",153670405,570
"12235",153670407,5
"12236",153670409,590
"12237",153670411,5
"12238",153670424,5
"12239",153670426,5
"12240",153670427,5
"12241",153670448,5
"12242",153670449,5
"12243",153670450,5
"12244",153670452,5
"12245",153670455,5
"12246",153670457,5
"12247",153670458,5
"12248",153670459,5
"12249",153670466,5
"12250",153670467,5
"12251",153670472,5
"12252",153670473,5
"12253",153670475,620
"12254",153670478,15
"12255",153670479,550
"12256",153670480,575
"12257",153670481,20
"12258",153670482,10
"12259",153670487,570
"12260",153670488,600
"12261",153670489,475
"12262",153670491,585
"12263",153670493,605
"12264",153670494,580
"12265",153670495,620
"12266",153670496,15
"12267",153670497,535
"12268",153670498,10
"12269",153670502,690
"12270",153670503,685
"12271",153670509,15
"12272",153670511,670
"12273",153670513,680
"12274",153670515,15
"12275",153670516,670
"12276",153670521,15
"12277",153670522,10
"12278",153670523,675
"12279",153670524,675
"12280",153670535,5
"12281",153670536,15
"12282",153670537,425
"12283",153670538,600
"12284",153670539,285
"12285",153670540,125
"12286",153670541,60
"12287",153670542,15
"12288",153670543,705
"12289",153670544,10
"12290",153670545,55
"12291",153670546,105
"12292",153670549,75
"12293",153670551,55
"12294",153670552,40
"12295",153670553,55
"12296",153670555,95
"12297",153670558,75
"12298",153670562,2025
"12299",153670568,90
"12300",153670570,30
"12301",153670571,35
"12302",153670572,90
"12303",153670573,30
"12304",153670574,30
"12305",153670575,20
"12306",153670576,30
"12307",153670577,25
"12308",153670579,15
"12309",153670582,1995
"12310",153670586,2765
"12311",153670590,95
"12312",153670591,2765
"12313",153670622,2725
"12314",153670623,2725
"12315",153670669,90
"12316",153670670,90
"12317",153670687,2170
"12318",153670688,2610
"12319",153670689,100
"12320",153670690,100
"12321",153670694,5
"12322",153670699,5
"12323",153670700,5
"12324",153670701,2190
"12325",153670702,65
"12326",153670704,2265
"12327",153670709,5
"12328",153670710,5
"12329",153670717,5
"12330",153670719,5
"12331",153670724,2155
"12332",153670725,2165
"12333",153670729,5
"12334",153670768,230
"12335",153670769,930
"12336",153670770,2065
"12337",153670772,140
"12338",153670776,265
"12339",153670781,5535
"12340",153670782,885
"12341",153670793,25
"12342",153670795,20
"12343",153670798,5
"12344",153670801,5
"12345",153670802,5
"12346",153670832,4880
"12347",153671031,15
"12348",153671033,15
"12349",153671034,15
"12350",153671081,5
"12351",153671082,5
"12352",153671085,5
"12353",153671088,10
"12354",153671091,5
"12355",153671092,5
"12356",153671093,4810
"12357",153671098,10
"12358",153671117,4920
"12359",153671121,1205
"12360",153671123,20
"12361",153671125,20
"12362",153671127,5
"12363",153671128,1560
"12364",153671130,1455
"12365",153671132,1445
"12366",153671135,1445
"12367",153671137,1430
"12368",153671139,1445
"12369",153671140,1445
"12370",153671142,105
"12371",153671143,1835
"12372",153671152,40
"12373",153671175,70
"12374",153671178,1490
"12375",153671179,1480
"12376",153671183,95
"12377",153671184,1500
"12378",153671187,90
"12379",153671188,1830
"12380",153671199,2230
"12381",153671203,2245
"12382",153671208,2235
"12383",153671231,2225
"12384",153671233,475
"12385",153671246,5
"12386",153671270,10
"12387",153671274,10
"12388",153671275,10
"12389",153671277,10
"12390",153671280,10
"12391",153671286,10
"12392",153671313,10
"12393",153671315,10
"12394",153671328,20
"12395",153671362,3475
"12396",153671367,3490
"12397",153671369,3475
"12398",153671370,660
"12399",153671372,15
"12400",153671373,1925
"12401",153671374,1920
"12402",153671376,1925
"12403",153671378,115
"12404",153671379,1945
"12405",153671381,2550
"12406",153671382,20
"12407",153671389,2805
"12408",153671391,2820
"12409",153671392,2825
"12410",153671394,2825
"12411",153671411,2830
"12412",153671412,1975
"12413",153671413,2825
"12414",153671418,735
"12415",153671430,15
"12416",153671431,15
"12417",153671433,6735
"12418",153671435,6750
"12419",153671497,5
"12420",153671500,5
"12421",153671529,10
"12422",153671532,10
"12423",153671537,10
"12424",153671538,5
"12425",153671539,5
"12426",153671543,10
"12427",153671544,10
"12428",153671553,5
"12429",153671556,5
"12430",153671558,5
"12431",153671567,5
"12432",153671582,10
"12433",153671583,10
"12434",153671596,10
"12435",153671598,10
"12436",153671599,5
"12437",153671601,5
"12438",153671627,5
"12439",153671628,5
"12440",153671633,5
"12441",153671634,5
"12442",153671635,5
"12443",153671645,10
"12444",153671650,20
"12445",153671652,45
"12446",153671653,5
"12447",153671655,15
"12448",153671656,15
"12449",153671676,655
"12450",153671677,675
"12451",153671679,640
"12452",153671681,630
"12453",153671683,15
"12454",153671684,15
"12455",153671685,660
"12456",153671689,620
"12457",153671690,660
"12458",153671691,15
"12459",153671692,600
"12460",153671693,55
"12461",153671694,15
"12462",153671695,640
"12463",153671696,35
"12464",153671697,10
"12465",153671698,10
"12466",153671699,10
"12467",153671700,20
"12468",153671701,5
"12469",153671704,5
"12470",153671705,60
"12471",153671710,15
"12472",153671712,15
"12473",153671714,10
"12474",153671716,10
"12475",153671729,10
"12476",153671730,10
"12477",153671732,10
"12478",153671735,10
"12479",153671739,15
"12480",153671741,15
"12481",153671744,15
"12482",153671749,10
"12483",153671750,10
"12484",153671751,15
"12485",153671752,5
"12486",153671753,5
"12487",153671758,15
"12488",153671763,10
"12489",153671765,10
"12490",153671766,10
"12491",153671773,10
"12492",153671796,10
"12493",153671797,10
"12494",153671808,10
"12495",153671809,10
"12496",153671810,10
"12497",153671817,10
"12498",153671818,10
"12499",153671839,10
"12500",153671857,20
"12501",153671859,10
"12502",153671861,10
"12503",153671862,10
"12504",153671902,35
"12505",153671904,20
"12506",153671905,25
"12507",153671906,30
"12508",153671907,30
"12509",153671928,5
"12510",153671930,5
"12511",153671931,5
"12512",153671933,5
"12513",153671934,10
"12514",153671935,10
"12515",153671936,10
"12516",153671937,5
"12517",153671956,5
"12518",153671957,5
"12519",153671958,5
"12520",153671960,5
"12521",153671964,10
"12522",153671967,10
"12523",153671968,10
"12524",153671974,5
"12525",153671975,5
"12526",153671976,10
"12527",153671995,10
"12528",153671996,10
"12529",153671999,10
"12530",153672001,10
"12531",153672006,15
"12532",153672007,15
"12533",153672008,15
"12534",153672010,10
"12535",153672013,10
"12536",153672017,10
"12537",153672047,50
"12538",153672055,50
"12539",153672056,50
"12540",153672065,15
"12541",153672066,15
"12542",153672070,50
"12543",153672071,50
"12544",153672072,45
"12545",153672078,50
"12546",153672110,10
"12547",153672113,10
"12548",153672114,15
"12549",153672115,5
"12550",153672117,10
"12551",153672140,10
"12552",153672141,5
"12553",153672149,5
"12554",153672151,5
"12555",153672154,15
"12556",153672155,15
"12557",153672157,15
"12558",153672159,55
"12559",153672160,40
"12560",153672161,35
"12561",153672166,30
"12562",153672167,30
"12563",153672173,30
"12564",153672175,30
"12565",153672186,5
"12566",153672187,5
"12567",153672188,5
"12568",153672189,10
"12569",153672190,17450
"12570",153672191,17480
"12571",153672193,5
"12572",153672194,5
"12573",153672195,5
"12574",153672196,5
"12575",153672199,5
"12576",153672200,5
"12577",153672201,5
"12578",153672203,5
"12579",153672206,16605
"12580",153672207,17485
"12581",153672231,5
"12582",153672232,10
"12583",153672233,5
"12584",153672234,5
"12585",153672235,5
"12586",153672238,5
"12587",153672240,5
"12588",153672242,5
"12589",153672268,5
"12590",153672269,5
"12591",153672329,5
"12592",153672330,5
"12593",153672376,35
"12594",153672380,10
"12595",153672383,10
"12596",153672409,20
"12597",153672410,20
"12598",153672415,5
"12599",153672417,20
"12600",153672419,5
"12601",153672420,5
"12602",153672421,5
"12603",153672426,10
"12604",153672429,15
"12605",153672430,20
"12606",153672431,15
"12607",153672434,30
"12608",153672437,5
"12609",153672440,10
"12610",153672441,10
"12611",153672444,10
"12612",153672445,10
"12613",153672449,5
"12614",153672450,10
"12615",153672457,10
"12616",153672467,15
"12617",153672468,30
"12618",153672474,5
"12619",153672475,110
"12620",153672476,20
"12621",153672477,15
"12622",153672482,50
"12623",153672483,30
"12624",153672484,15
"12625",153672485,50
"12626",153672486,10
"12627",153672487,5
"12628",153672488,75
"12629",153672489,90
"12630",153672491,20
"12631",153672510,20
"12632",153672573,6375
"12633",153672585,5
"12634",153672597,35
"12635",153672598,35
"12636",153672599,5
"12637",153672620,6395
"12638",153672625,165
"12639",153672633,1570
"12640",153672634,1570
"12641",153672635,1540
"12642",153672636,200
"12643",153672637,1780
"12644",153672655,5
"12645",153672659,5
"12646",153672670,5
"12647",153672672,5
"12648",153672673,5
"12649",153672690,60
"12650",153672701,15
"12651",153672702,10
"12652",153672703,10
"12653",153672706,25
"12654",153672723,690
"12655",153672724,685
"12656",153672730,10
"12657",153672731,680
"12658",153672733,640
"12659",153672735,555
"12660",153672744,5
"12661",153672745,10
"12662",153672746,10
"12663",153672747,20
"12664",153672748,20
"12665",153672757,570
"12666",153672763,655
"12667",153672766,510
"12668",153672768,655
"12669",153672769,700
"12670",153672771,665
"12671",153672774,695
"12672",153672776,65
"12673",153672778,65
"12674",153672779,35
"12675",153672780,10
"12676",153672782,675
"12677",153672784,705
"12678",153672785,695
"12679",153672787,680
"12680",153672792,5
"12681",153672795,5
"12682",153672799,10
"12683",153672804,85
"12684",153672809,10
"12685",153672811,230
"12686",153672813,230
"12687",153672817,1125
"12688",153672832,15
"12689",153672835,20
"12690",153672837,720
"12691",153672846,715
"12692",153672847,80
"12693",153672852,80
"12694",153672855,85
"12695",153672857,75
"12696",153672858,90
"12697",153672859,90
"12698",153672860,80
"12699",153672873,5
"12700",153672874,80
"12701",153672876,230
"12702",153672882,5
"12703",153672883,5
"12704",153672885,5
"12705",153672888,5
"12706",153672889,5
"12707",153672903,175
"12708",153672904,180
"12709",153672906,145
"12710",153672907,10
"12711",153672911,25
"12712",153672913,25
"12713",153672917,10
"12714",153672920,105
"12715",153672923,135
"12716",153672924,135
"12717",153672925,125
"12718",153672926,5
"12719",153672927,105
"12720",153672928,80
"12721",153672930,80
"12722",153672932,20
"12723",153672933,55
"12724",153672935,5
"12725",153672936,75
"12726",153672937,5
"12727",153672938,5
"12728",153672940,5
"12729",153672941,5
"12730",153672944,3315
"12731",153672961,345
"12732",153672963,300
"12733",153672966,10
"12734",153672967,1145
"12735",153672968,10
"12736",153672970,195
"12737",153672974,5
"12738",153672980,1480
"12739",153672981,1440
"12740",153672983,1530
"12741",153672984,1140
"12742",153672986,10
"12743",153672987,330
"12744",153672988,290
"12745",153672989,10
"12746",153672990,10
"12747",153672991,5
"12748",153672993,10
"12749",153672995,10
"12750",153672997,5
"12751",153673006,15
"12752",153673007,15
"12753",153673010,10
"12754",153673020,5
"12755",153673023,5
"12756",153673024,5
"12757",153673028,40
"12758",153673030,5
"12759",153673033,30
"12760",153673035,30
"12761",153673038,30
"12762",153673046,70
"12763",153673047,70
"12764",153673048,65
"12765",153673049,10
"12766",153673050,5
"12767",153673062,30
"12768",153673083,970
"12769",153673094,5
"12770",153673104,985
"12771",153673105,975
"12772",153673107,960
"12773",153673108,185
"12774",153673109,975
"12775",153673110,970
"12776",153673111,25
"12777",153673112,45
"12778",153673115,20
"12779",153673117,5
"12780",153673118,5
"12781",153673119,5
"12782",153673120,5
"12783",153673130,1120
"12784",153673133,1120
"12785",153673135,1130
"12786",153673138,1135
"12787",153673139,5
"12788",153673142,160
"12789",153673143,1125
"12790",153673144,380
"12791",153673145,350
"12792",153673146,635
"12793",153673148,395
"12794",153673151,370
"12795",153673154,165
"12796",153673158,160
"12797",153673159,165
"12798",153673161,160
"12799",153673163,155
"12800",153673164,155
"12801",153673167,155
"12802",153673168,150
"12803",153673173,50
"12804",153673174,50
"12805",153673192,5
"12806",153673198,395
"12807",153673204,5
"12808",153673221,35
"12809",153673234,35
"12810",153673242,195
"12811",153673243,50
"12812",153673244,320
"12813",153673248,310
"12814",153673249,10
"12815",153673250,10
"12816",153673251,35
"12817",153673253,50
"12818",153673264,10
"12819",153673266,20
"12820",153673270,70
"12821",153673271,25
"12822",153673276,15
"12823",153673278,15
"12824",153673280,40
"12825",153673282,30
"12826",153673284,10
"12827",153673285,40
"12828",153673286,55
"12829",153673289,10
"12830",153673291,50
"12831",153673293,30
"12832",153673294,25
"12833",153673296,50
"12834",153673297,55
"12835",153673298,10
"12836",153673303,155
"12837",153673305,160
"12838",153673306,145
"12839",153673309,160
"12840",153673326,20
"12841",153673328,25
"12842",153673330,25
"12843",153673333,700
"12844",153673334,20
"12845",153673343,160
"12846",153673345,5
"12847",153673347,140
"12848",153673348,155
"12849",153673349,155
"12850",153673350,10
"12851",153673351,140
"12852",153673353,145
"12853",153673355,95
"12854",153673356,30
"12855",153673357,75
"12856",153673360,5
"12857",153673361,5
"12858",153673365,145
"12859",153673378,5
"12860",153673386,5
"12861",153673387,50
"12862",153673388,1405
"12863",153673389,35
"12864",153673390,5
"12865",153673391,1540
"12866",153673393,1475
"12867",153673408,5
"12868",153673411,85
"12869",153673414,90
"12870",153673417,5
"12871",153673418,1360
"12872",153673419,5
"12873",153673421,5
"12874",153673423,5
"12875",153673425,30
"12876",153673426,25
"12877",153673427,190
"12878",153673428,1525
"12879",153673429,45
"12880",153673430,1530
"12881",153673431,25
"12882",153673432,980
"12883",153673433,1545
"12884",153673434,115
"12885",153673435,5
"12886",153673436,1385
"12887",153673437,35
"12888",153673438,25
"12889",153673439,75
"12890",153673441,30
"12891",153673442,30
"12892",153673444,105
"12893",153673445,50
"12894",153673446,120
"12895",153673447,35
"12896",153673448,1475
"12897",153673449,1390
"12898",153673470,90
"12899",153673472,65
"12900",153673473,40
"12901",153673476,10
"12902",153673479,35
"12903",153673485,35
"12904",153673504,5
"12905",153673505,15
"12906",153673507,70
"12907",153673512,30
"12908",153673543,40
"12909",153673544,30
"12910",153673546,20
"12911",153673547,5
"12912",153673549,5
"12913",153673556,5
"12914",153673558,5
"12915",153673559,5
"12916",153673560,15
"12917",153673561,15
"12918",153673565,5
"12919",153673585,5
"12920",153673587,5
"12921",153673588,35
"12922",153673598,55
"12923",153673603,10
"12924",153673607,10
"12925",153673609,10
"12926",153673614,20
"12927",153673616,1225
"12928",153673618,20
"12929",153673619,1145
"12930",153673621,530
"12931",153673622,865
"12932",153673624,865
"12933",153673627,730
"12934",153673636,15
"12935",153673637,40
"12936",153673638,60
"12937",153673639,160
"12938",153673641,565
"12939",153673642,1170
"12940",153673643,75
"12941",153673645,545
"12942",153673646,60
"12943",153673648,10
"12944",153673650,10
"12945",153673652,50
"12946",153673653,5
"12947",153673656,635
"12948",153673657,700
"12949",153673658,5
"12950",153673659,5
"12951",153673660,710
"12952",153673663,630
"12953",153673664,5
"12954",153673665,5
"12955",153673668,5
"12956",153673669,5
"12957",153673670,5
"12958",153673671,10
"12959",153673672,660
"12960",153673673,5
"12961",153673675,5
"12962",153673676,660
"12963",153673679,5
"12964",153673680,665
"12965",153673685,5
"12966",153673690,5
"12967",153673691,20
"12968",153673692,35
"12969",153673693,25
"12970",153673694,55
"12971",153673697,10
"12972",153673698,45
"12973",153673699,10
"12974",153673700,10
"12975",153673701,10
"12976",153673704,10
"12977",153673706,10
"12978",153673707,45
"12979",153673712,665
"12980",153673718,175
"12981",153673719,200
"12982",153673720,435
"12983",153673721,265
"12984",153673729,5
"12985",153673730,10
"12986",153673731,5
"12987",153673732,10
"12988",153673738,380
"12989",153673741,380
"12990",153673743,380
"12991",153673746,370
"12992",153673749,345
"12993",153673762,340
"12994",153673766,15
"12995",153673772,35
"12996",153673775,40
"12997",153673776,50
"12998",153673779,35
"12999",153673780,40
"13000",153673798,5
"13001",153673799,40
"13002",153673801,340
"13003",153673803,350
"13004",153673806,10
"13005",153673807,355
"13006",153673810,345
"13007",153673812,340
"13008",153673813,10
"13009",153673814,10
"13010",153673815,10
"13011",153673818,350
"13012",153673820,350
"13013",153673835,20
"13014",153673836,20
"13015",153673838,5
"13016",153673841,5
"13017",153673845,5
"13018",153673851,5
"13019",153673853,5
"13020",153673858,5
"13021",153673859,5
"13022",153673860,5
"13023",153673861,5
"13024",153673862,5
"13025",153673864,5
"13026",153673866,5
"13027",153673871,5
"13028",153673908,5
"13029",153673912,5
"13030",153673926,25
"13031",153673929,20
"13032",153673933,20
"13033",153673938,50
"13034",153673986,5
"13035",153673988,5
"13036",153674012,15
"13037",153674013,15
"13038",153674022,5
"13039",153674027,5
"13040",153674028,5
"13041",153674029,15
"13042",153674030,5
"13043",153674033,15
"13044",153674034,30
"13045",153674036,35
"13046",153674041,15
"13047",153674048,5
"13048",153674055,40
"13049",153674056,40
"13050",153674057,1715
"13051",153674058,1730
"13052",153674059,25
"13053",153674067,5
"13054",153674077,5
"13055",153674092,5
"13056",153674094,10
"13057",153674111,5
"13058",153674112,1850
"13059",153674113,15
"13060",153674114,5
"13061",153674115,1845
"13062",153674116,25
"13063",153674117,15
"13064",153674119,1655
"13065",153674150,40
"13066",153674151,1055
"13067",153674155,195
"13068",153674157,1565
"13069",153674160,5
"13070",153674166,40
"13071",153674180,40
"13072",153674184,50
"13073",153674185,70
"13074",153674186,10
"13075",153674188,25
"13076",153674190,25
"13077",153674194,10
"13078",153674197,70
"13079",153674199,70
"13080",153674200,5
"13081",153674208,5
"13082",153674212,20
"13083",153674213,5
"13084",153674226,70
"13085",153674227,70
"13086",153674230,5
"13087",153674234,5
"13088",153674236,5
"13089",153674238,5
"13090",153674266,70
"13091",153674270,5
"13092",153674275,5
"13093",153674280,15
"13094",153674281,190
"13095",153674286,5
"13096",153674289,15
"13097",153674290,170
"13098",153674292,125
"13099",153674293,160
"13100",153674295,170
"13101",153674296,170
"13102",153674299,160
"13103",153674300,160
"13104",153674311,275
"13105",153674312,265
"13106",153674314,265
"13107",153674319,265
"13108",153674331,190
"13109",153674332,810
"13110",153674334,730
"13111",153674336,5
"13112",153674337,345
"13113",153674339,330
"13114",153674340,5
"13115",153674341,20
"13116",153674342,25
"13117",153674351,5
"13118",153674354,10
"13119",153674358,665
"13120",153674359,85
"13121",153674361,900
"13122",153674362,910
"13123",153674363,160
"13124",153674365,920
"13125",153674366,180
"13126",153674369,140
"13127",153674371,180
"13128",153674375,185
"13129",153674377,175
"13130",153674378,1455
"13131",153674379,15
"13132",153674380,5
"13133",153674381,10
"13134",153674383,1390
"13135",153674384,1405
"13136",153674385,25
"13137",153674386,10
"13138",153674388,20
"13139",153674389,15
"13140",153674399,210
"13141",153674401,15
"13142",153674404,190
"13143",153674417,650
"13144",153674418,280
"13145",153674419,15
"13146",153674422,265
"13147",153674423,130
"13148",153674424,370
"13149",153674425,200
"13150",153674426,415
"13151",153674427,210
"13152",153674435,135
"13153",153674441,215
"13154",153674445,5
"13155",153674448,285
"13156",153674450,275
"13157",153674451,135
"13158",153674458,40
"13159",153674465,10
"13160",153674484,5
"13161",153674485,5
"13162",153674486,5
"13163",153674496,35
"13164",153674502,20
"13165",153674504,20
"13166",153674505,100
"13167",153674506,10
"13168",153674507,20
"13169",153674509,30
"13170",153674510,20
"13171",153674511,25
"13172",153674515,45
"13173",153674518,225
"13174",153674523,30
"13175",153674524,15
"13176",153674525,25
"13177",153674526,195
"13178",153674527,180
"13179",153674558,15
"13180",153674559,15
"13181",153674572,20
"13182",153674573,30
"13183",153674583,5
"13184",153674588,15
"13185",153674590,15
"13186",153674592,15
"13187",153674600,15
"13188",153674603,15
"13189",153674605,35
"13190",153674606,15
"13191",153674607,5
"13192",153674608,55
"13193",153674609,55
"13194",153674610,20
"13195",153674612,145
"13196",153674629,5
"13197",153674643,10
"13198",153674666,50
"13199",153674668,55
"13200",153674671,10
