"","edgeuid","x"
"20410",153711249,15
"20411",153711250,20
"20412",153711265,20
"20413",153711267,20
"20414",153711269,20
"20415",153711270,20
"20416",153711272,20
"20417",153711276,20
"20418",153711279,20
"20419",153711280,20
"20420",153711286,20
"20421",153711288,20
"20422",153711290,15
"20423",153711291,15
"20424",153711300,50
"20425",153711304,50
"20426",153711317,50
"20427",153711350,30
"20428",153711353,30
"20429",153711355,25
"20430",153711358,20
"20431",153711361,20
"20432",153711362,30
"20433",153711379,30
"20434",153711381,30
"20435",153711383,30
"20436",153711384,30
"20437",153711389,25
"20438",153711393,25
"20439",153711398,25
"20440",153711399,25
"20441",153711400,95
"20442",153711401,95
"20443",153711402,25
"20444",153711403,25
"20445",153711421,25
"20446",153711423,30
"20447",153711435,10
"20448",153711443,10
"20449",153711444,10
"20450",153711448,10
"20451",153711452,10
"20452",153711486,15
"20453",153711487,20
"20454",153711488,10
"20455",153711499,10
"20456",153711502,10
"20457",153711504,5
"20458",153711505,5
"20459",153711518,10
"20460",153711521,10
"20461",153711522,5
"20462",153711525,5
"20463",153711562,5
"20464",153711590,60
"20465",153711592,60
"20466",153711606,60
"20467",153711608,60
"20468",153711609,50
"20469",153711610,50
"20470",153711612,55
"20471",153711622,5
"20472",153711623,5
"20473",153711635,5
"20474",153711687,100
"20475",153711688,25
"20476",153711691,20
"20477",153711695,50
"20478",153711696,50
"20479",153711697,40
"20480",153711698,50
"20481",153711699,5
"20482",153711700,30
"20483",153711701,50
"20484",153711713,5
"20485",153711714,5
"20486",153711715,5
"20487",153711717,5
"20488",153711719,20
"20489",153711721,20
"20490",153711725,20
"20491",153711726,10
"20492",153711732,45
"20493",153711733,45
"20494",153711738,40
"20495",153711742,40
"20496",153711758,40
"20497",153711761,40
"20498",153711762,40
"20499",153711770,30
"20500",153711771,50
"20501",153711773,40
"20502",153711774,10
"20503",153711775,10
"20504",153711779,30
"20505",153711782,30
"20506",153711783,30
"20507",153711801,75
"20508",153711803,75
"20509",153711804,75
"20510",153711820,40
"20511",153711821,30
"20512",153711822,40
"20513",153711824,5
"20514",153711825,55
"20515",153711836,65
"20516",153711837,60
"20517",153711890,45
"20518",153711891,115
"20519",153711892,45
"20520",153711893,45
"20521",153711895,50
"20522",153711896,35
"20523",153711897,55
"20524",153711898,185
"20525",153711899,180
"20526",153711900,35
"20527",153711902,35
"20528",153711903,35
"20529",153711904,30
"20530",153711913,140
"20531",153711916,50
"20532",153711923,1815
"20533",153711925,1795
"20534",153711928,1890
"20535",153711929,65
"20536",153711930,2225
"20537",153711970,140
"20538",153711972,1925
"20539",153711973,205
"20540",153711974,1965
"20541",153711998,10
"20542",153711999,10
"20543",153712000,5
"20544",153712001,10
"20545",153712004,5
"20546",153712005,5
"20547",153712018,125
"20548",153712020,70
"20549",153712021,75
"20550",153712022,65
"20551",153712024,55
"20552",153712025,60
"20553",153712030,40
"20554",153712032,40
"20555",153712033,40
"20556",153712034,40
"20557",153712037,40
"20558",153712038,30
"20559",153712039,40
"20560",153712049,265
"20561",153712062,270
"20562",153712064,270
"20563",153712072,280
"20564",153712073,240
"20565",153712074,235
"20566",153712077,270
"20567",153712081,10
"20568",153712089,150
"20569",153712097,335
"20570",153712098,160
"20571",153712102,335
"20572",153712116,160
"20573",153712118,60
"20574",153712121,130
"20575",153712123,140
"20576",153712138,170
"20577",153712139,140
"20578",153712141,140
"20579",153712142,50
"20580",153712152,5
"20581",153712153,5
"20582",153712154,40
"20583",153712155,5
"20584",153712156,40
"20585",153712158,10
"20586",153712159,200
"20587",153712160,305
"20588",153712161,275
"20589",153712164,180
"20590",153712184,5
"20591",153712185,5
"20592",153712187,5
"20593",153712191,5
"20594",153712195,10
"20595",153712198,5
"20596",153712201,20
"20597",153712203,110
"20598",153712204,45
"20599",153712205,15
"20600",153712208,10
"20601",153712209,10
"20602",153712210,5
"20603",153712222,95
"20604",153712226,90
"20605",153712234,65
"20606",153712235,15
"20607",153712236,95
"20608",153712238,70
"20609",153712240,120
"20610",153712241,30
"20611",153712242,100
"20612",153712243,75
"20613",153712244,35
"20614",153712246,40
"20615",153712248,55
"20616",153712250,35
"20617",153712251,50
"20618",153712252,35
"20619",153712253,35
"20620",153712254,35
"20621",153712256,30
"20622",153712257,80
"20623",153712258,5
"20624",153712259,35
"20625",153712260,5
"20626",153712261,35
"20627",153712262,35
"20628",153712264,140
"20629",153712265,220
"20630",153712266,65
"20631",153712267,55
"20632",153712268,90
"20633",153712269,95
"20634",153712270,80
"20635",153712274,30
"20636",153712275,65
"20637",153712276,40
"20638",153712277,70
"20639",153712279,90
"20640",153712280,25
"20641",153712281,65
"20642",153712282,5
"20643",153712283,5
"20644",153712284,65
"20645",153712285,100
"20646",153712286,100
"20647",153712287,100
"20648",153712288,10
"20649",153712289,65
"20650",153712290,10
"20651",153712291,5
"20652",153712292,10
"20653",153712293,10
"20654",153712294,5
"20655",153712295,5
"20656",153712296,15
"20657",153712297,90
"20658",153712316,40
"20659",153712317,40
"20660",153712319,40
"20661",153712321,40
"20662",153712322,40
"20663",153712323,35
"20664",153712324,10
"20665",153712333,40
"20666",153712344,75
"20667",153712349,10
"20668",153712353,5
"20669",153712354,15
"20670",153712355,145
"20671",153712357,150
"20672",153712358,150
"20673",153712360,20
"20674",153712361,5
"20675",153712373,175
"20676",153712384,75
"20677",153712388,160
"20678",153712394,35
"20679",153712396,10
"20680",153712399,10
"20681",153712400,125
"20682",153712405,5
"20683",153712406,110
"20684",153712407,35
"20685",153712408,15
"20686",153712409,110
"20687",153712410,5
"20688",153712414,30
"20689",153712415,45
"20690",153712417,85
"20691",153712418,60
"20692",153712419,25
"20693",153712423,95
"20694",153712424,25
"20695",153712425,115
"20696",153712426,125
"20697",153712427,35
"20698",153712430,35
"20699",153712434,140
"20700",153712437,135
"20701",153712438,10
"20702",153712439,20
"20703",153712440,20
"20704",153712441,20
"20705",153712442,20
"20706",153712445,155
"20707",153712448,140
"20708",153712449,10
"20709",153712453,125
"20710",153712472,5
"20711",153712473,10
"20712",153712475,5
"20713",153712476,5
"20714",153712479,95
"20715",153712480,100
"20716",153712481,130
"20717",153712488,5
"20718",153712490,5
"20719",153712511,145
"20720",153712533,135
"20721",153712534,105
"20722",153712535,135
"20723",153712536,50
"20724",153712537,140
"20725",153712541,160
"20726",153712542,155
"20727",153712544,15
"20728",153712545,30
"20729",153712546,50
"20730",153712552,45
"20731",153712553,80
"20732",153712554,80
"20733",153712555,10
"20734",153712556,70
"20735",153712559,10
"20736",153712561,10
"20737",153712562,70
"20738",153712563,5
"20739",153712565,15
"20740",153712568,70
"20741",153712571,170
"20742",153712572,105
"20743",153712573,100
"20744",153712574,190
"20745",153712575,155
"20746",153712577,165
"20747",153712578,170
"20748",153712582,5
"20749",153712587,15
"20750",153712598,10
"20751",153712604,5
"20752",153712606,10
"20753",153712610,5
"20754",153712618,5
"20755",153712619,160
"20756",153712620,160
"20757",153712621,155
"20758",153712623,140
"20759",153712639,35
"20760",153712640,5
"20761",153712641,50
"20762",153712643,5
"20763",153712648,10
"20764",153712653,135
"20765",153712654,15
"20766",153712657,120
"20767",153712658,125
"20768",153712659,10
"20769",153712669,140
"20770",153712670,120
"20771",153712671,180
"20772",153712672,160
"20773",153712675,165
"20774",153712677,185
"20775",153712678,190
"20776",153712682,160
"20777",153712684,205
"20778",153712687,185
"20779",153712688,765
"20780",153712689,825
"20781",153712691,405
"20782",153712692,5
"20783",153712693,25
"20784",153712694,335
"20785",153712695,380
"20786",153712696,1230
"20787",153712697,25
"20788",153712698,325
"20789",153712699,15
"20790",153712714,10
"20791",153712721,5
"20792",153712722,15
"20793",153712723,15
"20794",153712724,325
"20795",153712725,25
"20796",153712726,420
"20797",153712727,975
"20798",153712728,910
"20799",153712729,845
"20800",153712730,35
"20801",153712731,30
"20802",153712732,230
"20803",153712733,10
"20804",153712735,5
"20805",153712736,15
"20806",153712737,40
"20807",153712738,150
"20808",153712758,35
"20809",153712759,30
"20810",153712760,5
"20811",153712761,30
"20812",153712762,35
"20813",153712763,5
"20814",153712772,5
"20815",153712774,5
"20816",153712790,10
"20817",153712791,10
"20818",153712793,5
"20819",153712794,15
"20820",153712796,5
"20821",153712797,10
"20822",153712800,35
"20823",153712801,35
"20824",153712802,35
"20825",153712803,35
"20826",153712804,40
"20827",153712805,10
"20828",153712807,5
"20829",153712810,5
"20830",153712812,5
"20831",153712813,5
"20832",153712815,5
"20833",153712817,40
"20834",153712823,50
"20835",153712829,10
"20836",153712899,5
"20837",153712904,5
"20838",153712905,5
"20839",153712906,5
"20840",153712907,5
"20841",153712946,910
"20842",153712947,905
"20843",153712948,905
"20844",153712952,895
"20845",153712959,10
"20846",153712972,900
"20847",153712985,930
"20848",153712994,20
"20849",153712995,90
"20850",153712996,85
"20851",153712997,85
"20852",153713006,10
"20853",153713008,5
"20854",153713011,10
"20855",153713030,5
"20856",153713034,5
"20857",153713035,15
"20858",153713052,25
"20859",153713061,15
"20860",153713062,15
"20861",153713064,65
"20862",153713066,65
"20863",153713067,50
"20864",153713077,35
"20865",153713083,10
"20866",153713100,10
"20867",153713135,35
"20868",153713136,35
"20869",153713137,25
"20870",153713143,20
"20871",153713144,5
"20872",153713148,5
"20873",153713151,5
"20874",153713153,5
"20875",153713159,5
"20876",153713160,20
"20877",153713161,10
"20878",153713167,10
"20879",153713188,5
"20880",153713221,15
"20881",153713234,5
"20882",153713237,5
"20883",153713240,5
"20884",153713242,5
"20885",153713244,5
"20886",153713248,5
"20887",153713250,5
"20888",153713252,65
"20889",153713255,75
"20890",153713256,5
"20891",153713257,20
"20892",153713259,75
"20893",153713262,70
"20894",153713285,90
"20895",153713286,20
"20896",153713287,90
"20897",153713288,90
"20898",153713293,95
"20899",153713297,95
"20900",153713298,115
"20901",153713299,40
"20902",153713300,125
"20903",153713308,5
"20904",153713310,5
"20905",153713312,5
"20906",153713313,5
"20907",153713329,115
"20908",153713342,1445
"20909",153713349,5
"20910",153713354,5
"20911",153713360,115
"20912",153713362,210
"20913",153713364,130
"20914",153713367,115
"20915",153713370,115
"20916",153713373,135
"20917",153713379,505
"20918",153713381,560
"20919",153713382,55
"20920",153713383,580
"20921",153713385,95
"20922",153713386,600
"20923",153713388,865
"20924",153713390,1650
"20925",153713402,100
"20926",153713404,45
"20927",153713405,715
"20928",153713406,295
"20929",153713408,5
"20930",153713410,100
"20931",153713411,5
"20932",153713412,65
"20933",153713413,295
"20934",153713414,5
"20935",153713415,80
"20936",153713417,115
"20937",153713418,100
"20938",153713419,10
"20939",153713420,35
"20940",153713421,20
"20941",153713422,10
"20942",153713423,160
"20943",153713424,815
"20944",153713425,1075
"20945",153713431,40
"20946",153713432,35
"20947",153713433,40
"20948",153713441,120
"20949",153713447,120
"20950",153713460,1390
"20951",153713461,985
"20952",153713462,235
"20953",153713463,255
"20954",153713465,805
"20955",153713467,245
"20956",153713468,65
"20957",153713470,40
"20958",153713471,105
"20959",153713472,820
"20960",153713477,740
"20961",153713501,5
"20962",153713503,5
"20963",153713504,5
"20964",153713505,925
"20965",153713507,920
"20966",153713508,5
"20967",153713509,5
"20968",153713519,25
"20969",153713522,885
"20970",153713524,905
"20971",153713527,925
"20972",153713529,905
"20973",153713530,935
"20974",153713532,920
"20975",153713535,920
"20976",153713536,885
"20977",153713537,10
"20978",153713538,920
"20979",153713554,120
"20980",153713555,120
"20981",153713564,1530
"20982",153713570,1545
"20983",153713575,1550
"20984",153713579,95
"20985",153713580,30
"20986",153713581,25
"20987",153713589,970
"20988",153713591,935
"20989",153713592,875
"20990",153713594,940
"20991",153713606,900
"20992",153713608,1550
"20993",153713610,1070
"20994",153713612,1585
"20995",153713613,30
"20996",153713618,1670
"20997",153713619,55
"20998",153713624,1685
"20999",153713627,10
"21000",153713630,1470
"21001",153713632,10
"21002",153713635,35
"21003",153713636,20
"21004",153713637,615
"21005",153713638,2605
"21006",153713645,380
"21007",153713646,940
"21008",153713653,35
"21009",153713655,1205
"21010",153713656,10
"21011",153713657,85
"21012",153713658,10
"21013",153713659,605
"21014",153713661,75
"21015",153713664,75
"21016",153713666,505
"21017",153713672,35
"21018",153713678,745
"21019",153713679,2615
"21020",153713680,40
"21021",153713681,25
"21022",153713683,2650
"21023",153713689,5
"21024",153713690,15
"21025",153713694,15
"21026",153713700,935
"21027",153713701,955
"21028",153713707,935
"21029",153713708,15
"21030",153713709,920
"21031",153713710,935
"21032",153713711,905
"21033",153713712,15
"21034",153713713,15
"21035",153713715,15
"21036",153713728,5
"21037",153713731,935
"21038",153713732,5
"21039",153713735,1935
"21040",153713737,5
"21041",153713739,5
"21042",153713741,5
"21043",153713743,5
"21044",153713744,880
"21045",153713745,20
"21046",153713748,895
"21047",153713749,1930
"21048",153713750,1850
"21049",153713754,20
"21050",153713755,20
"21051",153713757,35
"21052",153713758,20
"21053",153713760,20
"21054",153713762,5
"21055",153713763,15
"21056",153713764,5
"21057",153713765,5
"21058",153713766,5
"21059",153713771,35
"21060",153713773,40
"21061",153713779,2510
"21062",153713781,2650
"21063",153713800,860
"21064",153713809,275
"21065",153713810,1505
"21066",153713811,1395
"21067",153713812,95
"21068",153713813,50
"21069",153713814,60
"21070",153713815,475
"21071",153713816,1155
"21072",153713817,110
"21073",153713818,500
"21074",153713819,560
"21075",153713820,625
"21076",153713821,1210
"21077",153713822,70
"21078",153713823,225
"21079",153713824,195
"21080",153713825,1020
"21081",153713826,995
"21082",153713827,900
"21083",153713828,10
"21084",153713829,430
"21085",153713830,180
"21086",153713831,335
"21087",153713832,950
"21088",153713833,1460
"21089",153713834,425
"21090",153713836,50
"21091",153713837,10
"21092",153713841,745
"21093",153713842,740
"21094",153713843,745
"21095",153713849,735
"21096",153713850,10
"21097",153713851,730
"21098",153713852,730
"21099",153713853,735
"21100",153713854,10
"21101",153713858,360
"21102",153713861,425
"21103",153713863,420
"21104",153713864,430
"21105",153713865,355
"21106",153713867,730
"21107",153713871,5
"21108",153713894,60
"21109",153713895,55
"21110",153713896,60
"21111",153713915,25
"21112",153713916,25
"21113",153713918,820
"21114",153713919,5
"21115",153713920,300
"21116",153713921,325
"21117",153713922,10
"21118",153713923,35
"21119",153713924,10
"21120",153713925,25
"21121",153713926,40
"21122",153713927,265
"21123",153713928,25
"21124",153713929,735
"21125",153713931,1050
"21126",153713933,1080
"21127",153713934,50
"21128",153713936,1115
"21129",153713937,15
"21130",153713938,15
"21131",153713939,1050
"21132",153713940,40
"21133",153713941,865
"21134",153713942,275
"21135",153713943,930
"21136",153713948,975
"21137",153713950,975
"21138",153713953,350
"21139",153713956,355
"21140",153713957,350
"21141",153713961,85
"21142",153713962,90
"21143",153713969,60
"21144",153713970,1085
"21145",153713974,75
"21146",153713975,145
"21147",153713976,125
"21148",153713979,10
"21149",153713981,1065
"21150",153713982,10
"21151",153713984,10
"21152",153713985,10
"21153",153713986,1055
"21154",153713987,10
"21155",153713988,10
"21156",153713990,1065
"21157",153713991,1090
"21158",153713996,350
"21159",153713997,15
"21160",153713998,350
"21161",153713999,335
"21162",153714002,25
"21163",153714004,955
"21164",153714017,2650
"21165",153714025,2650
"21166",153714027,2630
"21167",153714052,5
"21168",153714053,2670
"21169",153714076,5
"21170",153714077,5
"21171",153714142,20
"21172",153714159,2680
"21173",153714160,2710
"21174",153714162,5
"21175",153714163,45
"21176",153714173,2780
"21177",153714193,5
"21178",153714198,1035
"21179",153714199,1030
"21180",153714200,15
"21181",153714201,1035
"21182",153714202,1055
"21183",153714203,1025
"21184",153714204,980
"21185",153714205,150
"21186",153714206,155
"21187",153714208,970
"21188",153714211,5
"21189",153714212,30
"21190",153714214,5
"21191",153714215,10
"21192",153714216,20
"21193",153714217,1025
"21194",153714219,15
"21195",153714220,30
"21196",153714222,2635
"21197",153714228,985
"21198",153714238,20
"21199",153714249,110
"21200",153714250,45
"21201",153714251,45
"21202",153714263,3795
"21203",153714266,5
"21204",153714267,15
"21205",153714275,10
"21206",153714277,20
"21207",153714279,3900
"21208",153714283,4500
"21209",153714284,125
"21210",153714286,65
"21211",153714288,15
"21212",153714289,5125
"21213",153714291,5170
"21214",153714294,5270
"21215",153714295,5
"21216",153714319,5
"21217",153714322,10
"21218",153714323,10
"21219",153714324,10
"21220",153714325,10
"21221",153714329,10
"21222",153714334,10
"21223",153714355,10
"21224",153714404,35
"21225",153714405,35
"21226",153714408,10
"21227",153714409,10
"21228",153714410,55
"21229",153714442,45
"21230",153714446,45
"21231",153714448,45
"21232",153714449,45
"21233",153714451,45
"21234",153714454,45
"21235",153714458,45
"21236",153714463,5
"21237",153714464,5
"21238",153714466,5
"21239",153714467,5
"21240",153714468,5
"21241",153714469,5
"21242",153714470,50
"21243",153714471,1170
"21244",153714472,1390
"21245",153714473,60
"21246",153714475,60
"21247",153714476,60
"21248",153714478,1380
"21249",153714485,5
"21250",153714489,15
"21251",153714491,15
"21252",153714495,3650
"21253",153714496,3670
"21254",153714499,3695
"21255",153714501,75
"21256",153714503,3690
"21257",153714504,3950
"21258",153714519,80
"21259",153714520,795
"21260",153714522,3960
"21261",153714524,1220
"21262",153714525,1220
"21263",153714526,5
"21264",153714528,5
"21265",153714529,5
"21266",153714534,3905
"21267",153714535,3935
"21268",153714537,3955
"21269",153714538,3695
"21270",153714541,3950
"21271",153714542,3405
"21272",153714543,3780
"21273",153714561,3795
"21274",153714565,3790
"21275",153714567,3785
"21276",153714570,3790
"21277",153714579,3785
"21278",153714580,3805
"21279",153714621,45
"21280",153714626,15
"21281",153714627,20
"21282",153714631,1235
"21283",153714632,1115
"21284",153714633,3795
"21285",153714634,3740
"21286",153714635,3055
"21287",153714637,30
"21288",153714641,30
"21289",153714645,10
"21290",153714646,10
"21291",153714648,3770
"21292",153714650,3795
"21293",153714659,80
"21294",153714661,85
"21295",153714663,90
"21296",153714664,100
"21297",153714666,85
"21298",153714668,85
"21299",153714669,85
"21300",153714677,85
"21301",153714723,10
"21302",153714725,15
"21303",153714726,10
"21304",153714727,10
"21305",153714732,3765
"21306",153714733,3475
"21307",153714734,10
"21308",153714760,10
"21309",153714763,10
"21310",153714764,10
"21311",153714807,3785
"21312",153714820,3790
"21313",153714821,3755
"21314",153714827,1230
"21315",153714828,3135
"21316",153714830,2985
"21317",153714831,2315
"21318",153714832,3290
"21319",153714833,120
"21320",153714834,4055
"21321",153714837,3835
"21322",153714838,3865
"21323",153714839,2920
"21324",153714841,225
"21325",153714842,3350
"21326",153714843,3585
"21327",153714844,1265
"21328",153714845,135
"21329",153714846,925
"21330",153714862,1250
"21331",153714868,1130
"21332",153714869,25
"21333",153714872,45
"21334",153714873,45
"21335",153714878,115
"21336",153714879,120
"21337",153714940,1230
"21338",153714948,120
"21339",153714949,1205
"21340",153714953,20
"21341",153714954,5
"21342",153714984,1125
"21343",153714986,1130
"21344",153714987,900
"21345",153714992,1100
"21346",153715021,100
"21347",153715022,95
"21348",153715023,40
"21349",153715025,1125
"21350",153715026,60
"21351",153715028,60
"21352",153715037,65
"21353",153715038,60
"21354",153715039,70
"21355",153715046,60
"21356",153715047,60
"21357",153715049,65
"21358",153715055,60
"21359",153715057,60
"21360",153715059,5
"21361",153715066,50
"21362",153715069,55
"21363",153715071,55
"21364",153715075,60
"21365",153715078,50
"21366",153715079,55
"21367",153715082,55
"21368",153715084,20
"21369",153715085,55
"21370",153715087,70
"21371",153715091,20
"21372",153715093,5
"21373",153715094,65
"21374",153715113,85
"21375",153715115,20
"21376",153715116,85
"21377",153715117,35
"21378",153715118,75
"21379",153715127,5
"21380",153715129,5
"21381",153715130,5
"21382",153715131,10
"21383",153715133,10
"21384",153715136,10
"21385",153715137,15
"21386",153715138,5
"21387",153715139,20
"21388",153715144,20
"21389",153715145,5
"21390",153715147,5
"21391",153715148,10
"21392",153715149,5
"21393",153715150,5
"21394",153715153,10
"21395",153715154,125
"21396",153715155,15
"21397",153715156,105
"21398",153715158,105
"21399",153715161,15
"21400",153715162,100
"21401",153715165,15
"21402",153715167,10
"21403",153715174,105
"21404",153715176,100
"21405",153715178,105
"21406",153715180,105
"21407",153715181,105
"21408",153715184,105
"21409",153715185,100
"21410",153715191,45
"21411",153715194,45
"21412",153715195,45
"21413",153715197,45
"21414",153715205,5
"21415",153715212,25
"21416",153715214,50
"21417",153715221,70
"21418",153715224,50
"21419",153715227,50
"21420",153715229,5
"21421",153715232,55
"21422",153715252,5
"21423",153715254,5
"21424",153715255,5
"21425",153715257,5
"21426",153715260,15
"21427",153715270,60
"21428",153715271,50
"21429",153715286,100
"21430",153715305,100
"21431",153715308,40
"21432",153715309,50
"21433",153715316,1165
"21434",153715317,1165
"21435",153715328,55
"21436",153715330,15
"21437",153715331,15
"21438",153715332,80
"21439",153715334,35
"21440",153715335,1155
"21441",153715337,1150
"21442",153715396,5
"21443",153715399,5
"21444",153715401,15
"21445",153715421,5
"21446",153715433,215
"21447",153715434,165
"21448",153715435,10
"21449",153715437,95
"21450",153715442,55
"21451",153715443,40
"21452",153715444,3345
"21453",153715447,70
"21454",153715452,3285
"21455",153715453,10
"21456",153715454,115
"21457",153715458,1175
"21458",153715460,1175
"21459",153715465,5
"21460",153715466,5
"21461",153715472,15
"21462",153715478,1135
"21463",153715479,1055
"21464",153715502,20
"21465",153715503,15
"21466",153715505,20
"21467",153715509,5
"21468",153715511,5
"21469",153715519,5
"21470",153715520,5
"21471",153715524,5
"21472",153715525,5
"21473",153715526,10
"21474",153715527,5
"21475",153715528,10
"21476",153715530,5
"21477",153715556,5
"21478",153715596,5
"21479",153715599,5
"21480",153715600,5
"21481",153715605,5
"21482",153715616,25
"21483",153715618,25
"21484",153715619,5
"21485",153715620,15
"21486",153715621,15
"21487",153715623,15
"21488",153715624,15
"21489",153715625,15
"21490",153715626,20
"21491",153715627,20
"21492",153715629,20
"21493",153715630,125
"21494",153715635,5
"21495",153715637,140
"21496",153715638,155
"21497",153715645,155
"21498",153715655,10
"21499",153715657,90
"21500",153715659,100
"21501",153715664,25
"21502",153715665,25
"21503",153715683,50
"21504",153715689,5
"21505",153715734,5
"21506",153715737,5
"21507",153715750,5
"21508",153715766,5
"21509",153715768,5
"21510",153715769,5
"21511",153715777,5
"21512",153715844,5
"21513",153715854,155
"21514",153715855,10
"21515",153715856,10
"21516",153715863,10
"21517",153715867,10
"21518",153715868,10
"21519",153715869,5
"21520",153715872,45
"21521",153715874,40
"21522",153715891,45
"21523",153715892,40
"21524",153715893,45
"21525",153715894,45
"21526",153715895,45
"21527",153715897,40
"21528",153715898,1180
"21529",153715899,1145
"21530",153715931,5
"21531",153715936,5
"21532",153715939,5
"21533",153715941,5
"21534",153715947,5
"21535",153715949,5
"21536",153715954,5
"21537",153716025,45
"21538",153716026,45
"21539",153716030,45
"21540",153716032,45
"21541",153716038,35
"21542",153716039,5
"21543",153716051,95
"21544",153716080,5
"21545",153716084,20
"21546",153716086,20
"21547",153716098,15
"21548",153716099,5
"21549",153716112,290
"21550",153716113,450
"21551",153716114,230
"21552",153716116,215
"21553",153716118,235
"21554",153716121,395
"21555",153716122,95
"21556",153716123,285
"21557",153716124,5
"21558",153716127,20
"21559",153716130,15
"21560",153716131,25
"21561",153716133,10
"21562",153716135,5
"21563",153716140,5
"21564",153716145,5
"21565",153716147,5
"21566",153716148,5
"21567",153716149,5
"21568",153716151,10
"21569",153716174,145
"21570",153716176,165
"21571",153716180,165
"21572",153716197,10
"21573",153716198,155
"21574",153716199,75
"21575",153716200,70
"21576",153716221,70
"21577",153716223,70
"21578",153716226,70
"21579",153716227,75
"21580",153716228,70
"21581",153716253,60
"21582",153716262,75
"21583",153716263,10
"21584",153716265,10
"21585",153716266,10
"21586",153716267,10
"21587",153716270,10
"21588",153716273,75
"21589",153716275,65
"21590",153716280,65
"21591",153716282,60
"21592",153716286,65
"21593",153716287,10
"21594",153716288,55
"21595",153716290,50
"21596",153716292,60
"21597",153716293,60
"21598",153716298,70
"21599",153716299,65
"21600",153716304,65
"21601",153716306,55
"21602",153716314,60
"21603",153716389,1805
"21604",153716409,260
"21605",153716412,1780
"21606",153716413,210
"21607",153716414,70
"21608",153716415,235
"21609",153716416,1935
"21610",153716417,255
"21611",153716419,50
"21612",153716420,50
"21613",153716421,10
"21614",153716423,2260
"21615",153716424,175
"21616",153716425,140
"21617",153716426,80
"21618",153716427,5
"21619",153716428,1115
"21620",153716429,90
"21621",153716430,95
"21622",153716431,160
"21623",153716432,5
"21624",153716433,2180
"21625",153716434,45
"21626",153716435,2180
"21627",153716436,2205
"21628",153716437,80
"21629",153716438,2170
"21630",153716440,110
"21631",153716441,105
"21632",153716442,5
"21633",153716443,10
"21634",153716444,15
"21635",153716445,10
"21636",153716446,95
"21637",153716448,55
"21638",153716449,15
"21639",153716450,115
"21640",153716451,85
"21641",153716453,95
"21642",153716467,5
"21643",153716469,5
"21644",153716478,5
"21645",153716479,5
"21646",153716481,5
"21647",153716483,5
"21648",153716486,5
"21649",153716534,35
"21650",153716547,5
"21651",153716548,5
"21652",153716551,30
"21653",153716552,30
"21654",153716553,35
"21655",153716555,35
"21656",153716556,30
"21657",153716557,5
"21658",153716563,10
"21659",153716564,15
"21660",153716565,20
"21661",153716571,135
"21662",153716578,5
"21663",153716598,5
"21664",153716599,5
"21665",153716601,15
"21666",153716602,15
"21667",153716606,5
"21668",153716612,5
"21669",153716616,5
"21670",153716617,5
"21671",153716618,10
"21672",153716620,5
"21673",153716622,5
"21674",153716625,5
"21675",153716701,90
"21676",153716703,75
"21677",153716704,90
"21678",153716706,90
"21679",153716707,90
"21680",153716713,30
"21681",153716715,40
"21682",153716717,30
"21683",153716718,35
"21684",153716726,10
"21685",153716731,25
"21686",153716734,100
"21687",153716735,100
"21688",153716736,95
"21689",153716737,100
"21690",153716739,100
"21691",153716741,10
"21692",153716742,25
"21693",153716743,10
"21694",153716745,15
"21695",153716747,15
"21696",153716750,15
"21697",153716751,10
"21698",153716755,15
"21699",153716756,15
"21700",153716762,15
"21701",153716766,20
"21702",153716777,5
"21703",153716778,20
"21704",153716779,10
"21705",153716780,20
"21706",153716864,155
"21707",153716871,165
"21708",153716872,160
"21709",153716873,170
"21710",153716890,145
"21711",153716892,180
"21712",153716893,200
"21713",153716896,145
"21714",153716923,200
"21715",153716925,220
"21716",153716927,230
"21717",153716941,5
"21718",153716944,5
"21719",153716945,5
"21720",153716949,240
"21721",153716950,235
"21722",153716958,15
"21723",153716959,15
"21724",153716961,10
"21725",153716962,10
"21726",153716963,10
"21727",153716964,10
"21728",153716966,15
"21729",153716971,15
"21730",153716972,15
"21731",153716979,5
"21732",153716981,15
"21733",153716983,210
"21734",153716984,200
"21735",153716985,200
"21736",153717004,5
"21737",153717023,15
"21738",153717024,5
"21739",153717026,5
"21740",153717028,5
"21741",153717097,5
"21742",153717100,5
"21743",153717104,10
"21744",153717106,10
"21745",153717112,45
"21746",153717113,40
"21747",153717118,10
"21748",153717142,10
"21749",153717143,10
"21750",153717172,130
"21751",153717177,5
"21752",153717181,130
"21753",153717183,130
"21754",153717188,5
"21755",153717189,5
"21756",153717191,35
"21757",153717192,10
"21758",153717193,20
"21759",153717194,5
"21760",153717199,15
"21761",153717208,45
"21762",153717209,25
"21763",153717214,50
"21764",153717221,55
"21765",153717222,30
"21766",153717224,45
"21767",153717258,130
"21768",153717260,120
"21769",153717262,135
"21770",153717263,120
"21771",153717265,20
"21772",153717266,30
"21773",153717267,15
"21774",153717268,35
"21775",153717273,10
"21776",153717284,15
"21777",153717292,25
"21778",153717293,10
"21779",153717298,5
"21780",153717299,5
"21781",153717301,5
"21782",153717302,5
"21783",153717307,10
"21784",153717308,10
"21785",153717309,85
"21786",153717311,70
"21787",153717340,60
"21788",153717342,45
"21789",153717344,70
"21790",153717348,10
"21791",153717350,10
"21792",153717361,5
"21793",153717362,5
